State/Region,Year,Insurance Type,Population,Percentage
Idaho,2009,Public,130,29.2
Idaho,2009,Medicaid,128,28.7
Idaho,2009,Medicare,2,0.5
Idaho,2009,VA Care,1,0.2
Idaho,2008,Total,438,100
Idaho,2008,Any Coverage,382,87.2
Idaho,2008,Uninsured,56,12.8
Idaho,2008,Private,287,65.4
Idaho,2008,Employer-based,238,54.3
Idaho,2008,Direct-purchase,53,12
Idaho,2008,TRICARE,11,2.5
Idaho,2008,Public,112,25.6
Idaho,2008,Medicaid,110,25.1
Idaho,2008,Medicare,2,0.5
Idaho,2008,VA Care,,0.1
Illinois,2022,Total,2879,100
Illinois,2022,Any Coverage,2780,96.6
Illinois,2022,Uninsured,99,3.4
Illinois,2022,Private,1823,63.3
Illinois,2022,Employer-based,1658,57.6
Illinois,2022,Direct-purchase,182,6.3
Illinois,2022,TRICARE,33,1.1
Illinois,2022,Public,1096,38
Illinois,2022,Medicaid,1086,37.7
Illinois,2022,Medicare,16,0.5
Illinois,2022,VA Care,3,0.1
Illinois,2021,Total,2968,100
Illinois,2021,Any Coverage,2873,96.8
Illinois,2021,Uninsured,95,3.2
Illinois,2021,Private,1899,64
Illinois,2021,Employer-based,1730,58.3
Illinois,2021,Direct-purchase,185,6.2
Illinois,2021,TRICARE,35,1.2
Illinois,2021,Public,1109,37.4
Illinois,2021,Medicaid,1100,37.1
Illinois,2021,Medicare,17,0.6
Illinois,2021,VA Care,2,0.1
Illinois,2019,Total,2982,100
Illinois,2019,Any Coverage,2861,96
Illinois,2019,Uninsured,120,4
Illinois,2019,Private,1898,63.6
Illinois,2019,Employer-based,1746,58.5
Illinois,2019,Direct-purchase,159,5.3
Illinois,2019,TRICARE,32,1.1
Illinois,2019,Public,1054,35.4
Illinois,2019,Medicaid,1042,35
Illinois,2019,Medicare,15,0.5
Illinois,2019,VA Care,4,0.1
Illinois,2018,Total,3028,100
Illinois,2018,Any Coverage,2925,96.6
Illinois,2018,Uninsured,102,3.4
Illinois,2018,Private,1907,63
Illinois,2018,Employer-based,1750,57.8
Illinois,2018,Direct-purchase,172,5.7
Illinois,2018,TRICARE,27,0.9
Illinois,2018,Public,1115,36.8
Illinois,2018,Medicaid,1107,36.5
Illinois,2018,Medicare,12,0.4
Illinois,2018,VA Care,3,0.1
Illinois,2017,Total,3069,100
Illinois,2017,Any Coverage,2980,97.1
Illinois,2017,Uninsured,89,2.9
Illinois,2017,Private,1918,62.5
Illinois,2017,Employer-based,1752,57.1
Illinois,2017,Direct-purchase,180,5.9
Illinois,2017,TRICARE,25,0.8
Illinois,2017,Public,1160,37.8
Illinois,2017,Medicaid,1152,37.5
Illinois,2017,Medicare,12,0.4
Illinois,2017,VA Care,2,0.1
Illinois,2016,Total,3095,100
Illinois,2016,Any Coverage,3013,97.4
Illinois,2016,Uninsured,82,2.6
Illinois,2016,Private,1931,62.4
Illinois,2016,Employer-based,1728,55.8
Illinois,2016,Direct-purchase,211,6.8
Illinois,2016,TRICARE,29,0.9
Illinois,2016,Public,1183,38.2
Illinois,2016,Medicaid,1173,37.9
Illinois,2016,Medicare,15,0.5
Illinois,2016,VA Care,3,0.1
Illinois,2015,Total,3129,100
Illinois,2015,Any Coverage,3042,97.2
Illinois,2015,Uninsured,87,2.8
Illinois,2015,Private,1909,61
Illinois,2015,Employer-based,1715,54.8
Illinois,2015,Direct-purchase,198,6.3
Illinois,2015,TRICARE,31,1
Illinois,2015,Public,1228,39.2
Illinois,2015,Medicaid,1219,39
Illinois,2015,Medicare,15,0.5
Illinois,2015,VA Care,3,0.1
Illinois,2014,Total,3165,100
Illinois,2014,Any Coverage,3048,96.3
Illinois,2014,Uninsured,116,3.7
Illinois,2014,Private,1896,59.9
Illinois,2014,Employer-based,1716,54.2
Illinois,2014,Direct-purchase,194,6.1
Illinois,2014,TRICARE,26,0.8
Illinois,2014,Public,1250,39.5
Illinois,2014,Medicaid,1240,39.2
Illinois,2014,Medicare,15,0.5
Illinois,2014,VA Care,1,
Illinois,2013,Total,3198,100
Illinois,2013,Any Coverage,3056,95.6
Illinois,2013,Uninsured,142,4.4
Illinois,2013,Private,1878,58.7
Illinois,2013,Employer-based,1704,53.3
Illinois,2013,Direct-purchase,182,5.7
Illinois,2013,TRICARE,27,0.9
Illinois,2013,Public,1280,40
Illinois,2013,Medicaid,1269,39.7
Illinois,2013,Medicare,18,0.6
Illinois,2013,VA Care,2,
Illinois,2012,Total,3245,100
Illinois,2012,Any Coverage,3127,96.4
Illinois,2012,Uninsured,118,3.6
Illinois,2012,Private,1946,60
Illinois,2012,Employer-based,1774,54.7
Illinois,2012,Direct-purchase,205,6.3
Illinois,2012,TRICARE,32,1
Illinois,2012,Public,1292,39.8
Illinois,2012,Medicaid,1283,39.5
Illinois,2012,Medicare,15,0.5
Illinois,2012,VA Care,3,0.1
Illinois,2011,Total,3280,100
Illinois,2011,Any Coverage,3150,96
Illinois,2011,Uninsured,130,4
Illinois,2011,Private,1939,59.1
Illinois,2011,Employer-based,1780,54.3
Illinois,2011,Direct-purchase,187,5.7
Illinois,2011,TRICARE,27,0.8
Illinois,2011,Public,1321,40.3
Illinois,2011,Medicaid,1310,39.9
Illinois,2011,Medicare,19,0.6
Illinois,2011,VA Care,3,0.1
Illinois,2010,Total,3307,100
Illinois,2010,Any Coverage,3145,95.1
Illinois,2010,Uninsured,162,4.9
Illinois,2010,Private,1999,60.5
Illinois,2010,Employer-based,1821,55.1
Illinois,2010,Direct-purchase,210,6.4
Illinois,2010,TRICARE,29,0.9
Illinois,2010,Public,1254,37.9
Illinois,2010,Medicaid,1245,37.6
Illinois,2010,Medicare,17,0.5
Illinois,2010,VA Care,2,
Illinois,2009,Total,3363,100
Illinois,2009,Any Coverage,3197,95.1
Illinois,2009,Uninsured,166,4.9
Illinois,2009,Private,2093,62.2
Illinois,2009,Employer-based,1913,56.9
Illinois,2009,Direct-purchase,216,6.4
Illinois,2009,TRICARE,31,0.9
Illinois,2009,Public,1214,36.1
Illinois,2009,Medicaid,1200,35.7
Illinois,2009,Medicare,20,0.6
Illinois,2009,VA Care,3,0.1
Illinois,2008,Total,3385,100
Illinois,2008,Any Coverage,3194,94.4
Illinois,2008,Uninsured,191,5.6
Illinois,2008,Private,2243,66.2
Illinois,2008,Employer-based,2045,60.4
Illinois,2008,Direct-purchase,271,8
Illinois,2008,TRICARE,32,1
Illinois,2008,Public,1065,31.5
Illinois,2008,Medicaid,1051,31
Illinois,2008,Medicare,22,0.7
Illinois,2008,VA Care,2,0.1
Indiana,2022,Total,1666,100
Indiana,2022,Any Coverage,1575,94.5
Indiana,2022,Uninsured,91,5.5
Indiana,2022,Private,1041,62.5
Indiana,2022,Employer-based,946,56.8
Indiana,2022,Direct-purchase,99,5.9
Indiana,2022,TRICARE,23,1.4
Indiana,2022,Public,616,37
Indiana,2022,Medicaid,609,36.5
Indiana,2022,Medicare,13,0.8
Indiana,2022,VA Care,2,0.1
Indiana,2021,Total,1680,100
Indiana,2021,Any Coverage,1580,94
Indiana,2021,Uninsured,100,6
Indiana,2021,Private,1053,62.7
Indiana,2021,Employer-based,963,57.3
Indiana,2021,Direct-purchase,91,5.4
Indiana,2021,TRICARE,23,1.4
Indiana,2021,Public,622,37
Indiana,2021,Medicaid,617,36.7
Indiana,2021,Medicare,9,0.5
Indiana,2021,VA Care,2,0.1
Indiana,2019,Total,1664,100
Indiana,2019,Any Coverage,1545,92.9
Indiana,2019,Uninsured,119,7.1
Indiana,2019,Private,1060,63.7
Indiana,2019,Employer-based,973,58.5
Indiana,2019,Direct-purchase,88,5.3
Indiana,2019,TRICARE,25,1.5
Indiana,2019,Public,551,33.1
Indiana,2019,Medicaid,544,32.7
Indiana,2019,Medicare,11,0.6
Indiana,2019,VA Care,2,0.1
Indiana,2018,Total,1660,100
Indiana,2018,Any Coverage,1551,93.4
Indiana,2018,Uninsured,109,6.6
Indiana,2018,Private,1048,63.1
Indiana,2018,Employer-based,962,57.9
Indiana,2018,Direct-purchase,95,5.7
Indiana,2018,TRICARE,20,1.2
Indiana,2018,Public,576,34.7
Indiana,2018,Medicaid,572,34.4
Indiana,2018,Medicare,7,0.4
Indiana,2018,VA Care,1,
Indiana,2017,Total,1670,100
Indiana,2017,Any Coverage,1565,93.7
Indiana,2017,Uninsured,106,6.3
Indiana,2017,Private,1056,63.2
Indiana,2017,Employer-based,961,57.5
Indiana,2017,Direct-purchase,100,6
Indiana,2017,TRICARE,20,1.2
Indiana,2017,Public,576,34.5
Indiana,2017,Medicaid,571,34.2
Indiana,2017,Medicare,9,0.5
Indiana,2017,VA Care,1,0.1
Indiana,2016,Total,1671,100
Indiana,2016,Any Coverage,1573,94.1
Indiana,2016,Uninsured,99,5.9
Indiana,2016,Private,1048,62.7
Indiana,2016,Employer-based,953,57
Indiana,2016,Direct-purchase,104,6.2
Indiana,2016,TRICARE,18,1.1
Indiana,2016,Public,591,35.3
Indiana,2016,Medicaid,585,35
Indiana,2016,Medicare,10,0.6
Indiana,2016,VA Care,1,0.1
Indiana,2015,Total,1675,100
Indiana,2015,Any Coverage,1558,93
Indiana,2015,Uninsured,117,7
Indiana,2015,Private,1039,62
Indiana,2015,Employer-based,949,56.7
Indiana,2015,Direct-purchase,92,5.5
Indiana,2015,TRICARE,15,0.9
Indiana,2015,Public,575,34.3
Indiana,2015,Medicaid,570,34
Indiana,2015,Medicare,9,0.5
Indiana,2015,VA Care,1,
Indiana,2014,Total,1680,100
Indiana,2014,Any Coverage,1555,92.5
Indiana,2014,Uninsured,126,7.5
Indiana,2014,Private,1034,61.5
Indiana,2014,Employer-based,950,56.5
Indiana,2014,Direct-purchase,89,5.3
Indiana,2014,TRICARE,17,1
Indiana,2014,Public,574,34.1
Indiana,2014,Medicaid,569,33.8
Indiana,2014,Medicare,9,0.5
Indiana,2014,VA Care,2,0.1
Indiana,2013,Total,1679,100
Indiana,2013,Any Coverage,1537,91.5
Indiana,2013,Uninsured,143,8.5
Indiana,2013,Private,1028,61.2
Indiana,2013,Employer-based,939,55.9
Indiana,2013,Direct-purchase,92,5.5
Indiana,2013,TRICARE,18,1.1
Indiana,2013,Public,563,33.5
Indiana,2013,Medicaid,557,33.1
Indiana,2013,Medicare,9,0.5
Indiana,2013,VA Care,2,0.1
Indiana,2012,Total,1679,100
Indiana,2012,Any Coverage,1534,91.4
Indiana,2012,Uninsured,145,8.6
Indiana,2012,Private,1035,61.6
Indiana,2012,Employer-based,960,57.2
Indiana,2012,Direct-purchase,87,5.2
Indiana,2012,TRICARE,17,1
Indiana,2012,Public,559,33.3
Indiana,2012,Medicaid,552,32.9
Indiana,2012,Medicare,9,0.5
Indiana,2012,VA Care,3,0.2
Indiana,2011,Total,1693,100
Indiana,2011,Any Coverage,1551,91.6
Indiana,2011,Uninsured,142,8.4
Indiana,2011,Private,1033,61
Indiana,2011,Employer-based,950,56.1
Indiana,2011,Direct-purchase,96,5.7
Indiana,2011,TRICARE,18,1.1
Indiana,2011,Public,574,33.9
Indiana,2011,Medicaid,569,33.6
Indiana,2011,Medicare,8,0.4
Indiana,2011,VA Care,1,0.1
Indiana,2010,Total,1706,100
Indiana,2010,Any Coverage,1549,90.8
Indiana,2010,Uninsured,157,9.2
Indiana,2010,Private,1046,61.3
Indiana,2010,Employer-based,953,55.9
Indiana,2010,Direct-purchase,103,6
Indiana,2010,TRICARE,20,1.2
Indiana,2010,Public,561,32.9
Indiana,2010,Medicaid,556,32.6
Indiana,2010,Medicare,5,0.3
Indiana,2010,VA Care,2,0.1
Indiana,2009,Total,1677,100
Indiana,2009,Any Coverage,1524,90.9
Indiana,2009,Uninsured,153,9.1
Indiana,2009,Private,1081,64.5
Indiana,2009,Employer-based,988,58.9
Indiana,2009,Direct-purchase,108,6.5
Indiana,2009,TRICARE,18,1.1
Indiana,2009,Public,497,29.6
Indiana,2009,Medicaid,493,29.4
Indiana,2009,Medicare,7,0.4
Indiana,2009,VA Care,1,0.1
Indiana,2008,Total,1680,100
Indiana,2008,Any Coverage,1513,90.1
Indiana,2008,Uninsured,167,9.9
Indiana,2008,Private,1124,66.9
Indiana,2008,Employer-based,1031,61.4
Indiana,2008,Direct-purchase,122,7.3
Indiana,2008,TRICARE,19,1.1
Indiana,2008,Public,448,26.7
Indiana,2008,Medicaid,443,26.4
Indiana,2008,Medicare,8,0.5
Indiana,2008,VA Care,1,0.1
Iowa,2022,Total,762,100
Iowa,2022,Any Coverage,734,96.3
Iowa,2022,Uninsured,28,3.7
Iowa,2022,Private,513,67.3
Iowa,2022,Employer-based,472,62
Iowa,2022,Direct-purchase,49,6.4
Iowa,2022,TRICARE,9,1.1
Iowa,2022,Public,274,36
Iowa,2022,Medicaid,273,35.8
Iowa,2022,Medicare,4,0.5
Iowa,2022,VA Care,1,0.2
Iowa,2021,Total,782,100
Iowa,2021,Any Coverage,756,96.6
Iowa,2021,Uninsured,26,3.4
Iowa,2021,Private,514,65.8
Iowa,2021,Employer-based,467,59.7
Iowa,2021,Direct-purchase,51,6.5
Iowa,2021,TRICARE,11,1.5
Iowa,2021,Public,292,37.4
Iowa,2021,Medicaid,289,37
Iowa,2021,Medicare,4,0.5
Iowa,2021,VA Care,1,0.1
Iowa,2019,Total,765,100
Iowa,2019,Any Coverage,743,97.1
Iowa,2019,Uninsured,22,2.9
Iowa,2019,Private,506,66.1
Iowa,2019,Employer-based,465,60.8
Iowa,2019,Direct-purchase,45,5.9
Iowa,2019,TRICARE,11,1.4
Iowa,2019,Public,280,36.6
Iowa,2019,Medicaid,278,36.3
Iowa,2019,Medicare,3,0.4
Iowa,2019,VA Care,2,0.3
Iowa,2018,Total,781,100
Iowa,2018,Any Coverage,760,97.3
Iowa,2018,Uninsured,21,2.7
Iowa,2018,Private,525,67.3
Iowa,2018,Employer-based,469,60
Iowa,2018,Direct-purchase,60,7.7
Iowa,2018,TRICARE,11,1.4
Iowa,2018,Public,282,36.1
Iowa,2018,Medicaid,279,35.8
Iowa,2018,Medicare,4,0.5
Iowa,2018,VA Care,1,0.1
Iowa,2017,Total,776,100
Iowa,2017,Any Coverage,752,96.9
Iowa,2017,Uninsured,24,3.1
Iowa,2017,Private,538,69.4
Iowa,2017,Employer-based,478,61.6
Iowa,2017,Direct-purchase,61,7.8
Iowa,2017,TRICARE,13,1.6
Iowa,2017,Public,263,33.9
Iowa,2017,Medicaid,262,33.7
Iowa,2017,Medicare,2,0.3
Iowa,2017,VA Care,1,0.1
Iowa,2016,Total,773,100
Iowa,2016,Any Coverage,753,97.4
Iowa,2016,Uninsured,20,2.6
Iowa,2016,Private,526,68
Iowa,2016,Employer-based,472,61.1
Iowa,2016,Direct-purchase,57,7.4
Iowa,2016,TRICARE,10,1.3
Iowa,2016,Public,275,35.5
Iowa,2016,Medicaid,272,35.2
Iowa,2016,Medicare,3,0.4
Iowa,2016,VA Care,2,0.2
Iowa,2015,Total,774,100
Iowa,2015,Any Coverage,745,96.2
Iowa,2015,Uninsured,29,3.8
Iowa,2015,Private,529,68.4
Iowa,2015,Employer-based,467,60.4
Iowa,2015,Direct-purchase,64,8.3
Iowa,2015,TRICARE,10,1.3
Iowa,2015,Public,269,34.8
Iowa,2015,Medicaid,266,34.4
Iowa,2015,Medicare,5,0.6
Iowa,2015,VA Care,2,0.2
Iowa,2014,Total,772,100
Iowa,2014,Any Coverage,746,96.7
Iowa,2014,Uninsured,26,3.3
Iowa,2014,Private,524,67.9
Iowa,2014,Employer-based,462,59.8
Iowa,2014,Direct-purchase,64,8.3
Iowa,2014,TRICARE,11,1.4
Iowa,2014,Public,267,34.6
Iowa,2014,Medicaid,265,34.4
Iowa,2014,Medicare,3,0.4
Iowa,2014,VA Care,1,0.1
Iowa,2013,Total,768,100
Iowa,2013,Any Coverage,734,95.6
Iowa,2013,Uninsured,34,4.4
Iowa,2013,Private,521,67.9
Iowa,2013,Employer-based,464,60.4
Iowa,2013,Direct-purchase,61,7.9
Iowa,2013,TRICARE,9,1.2
Iowa,2013,Public,256,33.3
Iowa,2013,Medicaid,254,33
Iowa,2013,Medicare,4,0.5
Iowa,2013,VA Care,,
Iowa,2012,Total,765,100
Iowa,2012,Any Coverage,733,95.8
Iowa,2012,Uninsured,32,4.2
Iowa,2012,Private,537,70.2
Iowa,2012,Employer-based,474,62
Iowa,2012,Direct-purchase,76,9.9
Iowa,2012,TRICARE,11,1.5
Iowa,2012,Public,243,31.8
Iowa,2012,Medicaid,241,31.5
Iowa,2012,Medicare,4,0.5
Iowa,2012,VA Care,,0.1
Iowa,2011,Total,770,100
Iowa,2011,Any Coverage,734,95.4
Iowa,2011,Uninsured,36,4.6
Iowa,2011,Private,540,70.2
Iowa,2011,Employer-based,479,62.2
Iowa,2011,Direct-purchase,72,9.3
Iowa,2011,TRICARE,9,1.2
Iowa,2011,Public,244,31.7
Iowa,2011,Medicaid,243,31.5
Iowa,2011,Medicare,4,0.5
Iowa,2011,VA Care,,
Iowa,2010,Total,773,100
Iowa,2010,Any Coverage,739,95.6
Iowa,2010,Uninsured,34,4.4
Iowa,2010,Private,545,70.5
Iowa,2010,Employer-based,484,62.6
Iowa,2010,Direct-purchase,76,9.9
Iowa,2010,TRICARE,11,1.4
Iowa,2010,Public,242,31.4
Iowa,2010,Medicaid,240,31.1
Iowa,2010,Medicare,4,0.5
Iowa,2010,VA Care,,0.1
Iowa,2009,Total,754,100
Iowa,2009,Any Coverage,717,95.1
Iowa,2009,Uninsured,37,4.9
Iowa,2009,Private,547,72.5
Iowa,2009,Employer-based,486,64.4
Iowa,2009,Direct-purchase,80,10.6
Iowa,2009,TRICARE,8,1
Iowa,2009,Public,213,28.3
Iowa,2009,Medicaid,212,28.1
Iowa,2009,Medicare,3,0.4
Iowa,2009,VA Care,,0.1
Iowa,2008,Total,755,100
Iowa,2008,Any Coverage,715,94.7
Iowa,2008,Uninsured,40,5.3
Iowa,2008,Private,562,74.5
Iowa,2008,Employer-based,498,66
Iowa,2008,Direct-purchase,87,11.5
Iowa,2008,TRICARE,11,1.5
Iowa,2008,Public,190,25.1
Iowa,2008,Medicaid,187,24.8
Iowa,2008,Medicare,4,0.5
Iowa,2008,VA Care,1,0.1
Kansas,2022,Total,730,100
Kansas,2022,Any Coverage,692,94.8
Kansas,2022,Uninsured,38,5.2
Kansas,2022,Private,503,68.9
Kansas,2022,Employer-based,431,59
Kansas,2022,Direct-purchase,71,9.7
Kansas,2022,TRICARE,31,4.2
Kansas,2022,Public,226,31
Kansas,2022,Medicaid,224,30.7
Kansas,2022,Medicare,3,0.4
Kansas,2022,VA Care,1,0.2
Kansas,2021,Total,746,100
Kansas,2021,Any Coverage,708,95
Kansas,2021,Uninsured,38,5
Kansas,2021,Private,502,67.3
Kansas,2021,Employer-based,433,58.1
Kansas,2021,Direct-purchase,61,8.2
Kansas,2021,TRICARE,32,4.3
Kansas,2021,Public,244,32.7
Kansas,2021,Medicaid,240,32.2
Kansas,2021,Medicare,4,0.5
Kansas,2021,VA Care,2,0.2
Kansas,2019,Total,740,100
Kansas,2019,Any Coverage,697,94.2
Kansas,2019,Uninsured,43,5.8
Kansas,2019,Private,508,68.7
Kansas,2019,Employer-based,448,60.6
Kansas,2019,Direct-purchase,51,6.9
Kansas,2019,TRICARE,32,4.3
Kansas,2019,Public,220,29.7
Kansas,2019,Medicaid,218,29.4
Kansas,2019,Medicare,3,0.4
Kansas,2019,VA Care,2,0.3
Kansas,2018,Total,747,100
Kansas,2018,Any Coverage,709,94.9
Kansas,2018,Uninsured,38,5.1
Kansas,2018,Private,510,68.3
Kansas,2018,Employer-based,444,59.5
Kansas,2018,Direct-purchase,56,7.5
Kansas,2018,TRICARE,29,3.9
Kansas,2018,Public,226,30.3
Kansas,2018,Medicaid,222,29.7
Kansas,2018,Medicare,6,0.8
Kansas,2018,VA Care,2,0.2
Kansas,2017,Total,755,100
Kansas,2017,Any Coverage,716,94.8
Kansas,2017,Uninsured,39,5.2
Kansas,2017,Private,505,66.9
Kansas,2017,Employer-based,430,56.9
Kansas,2017,Direct-purchase,61,8.1
Kansas,2017,TRICARE,33,4.4
Kansas,2017,Public,239,31.7
Kansas,2017,Medicaid,236,31.2
Kansas,2017,Medicare,5,0.7
Kansas,2017,VA Care,1,0.2
Kansas,2016,Total,758,100
Kansas,2016,Any Coverage,724,95.5
Kansas,2016,Uninsured,34,4.5
Kansas,2016,Private,521,68.7
Kansas,2016,Employer-based,433,57.2
Kansas,2016,Direct-purchase,73,9.7
Kansas,2016,TRICARE,33,4.4
Kansas,2016,Public,239,31.5
Kansas,2016,Medicaid,236,31.1
Kansas,2016,Medicare,3,0.4
Kansas,2016,VA Care,1,0.1
Kansas,2015,Total,763,100
Kansas,2015,Any Coverage,723,94.8
Kansas,2015,Uninsured,40,5.2
Kansas,2015,Private,515,67.5
Kansas,2015,Employer-based,434,56.9
Kansas,2015,Direct-purchase,68,8.9
Kansas,2015,TRICARE,30,3.9
Kansas,2015,Public,238,31.2
Kansas,2015,Medicaid,236,31
Kansas,2015,Medicare,2,0.3
Kansas,2015,VA Care,1,0.1
Kansas,2014,Total,763,100
Kansas,2014,Any Coverage,720,94.3
Kansas,2014,Uninsured,44,5.7
Kansas,2014,Private,503,65.9
Kansas,2014,Employer-based,423,55.4
Kansas,2014,Direct-purchase,69,9
Kansas,2014,TRICARE,29,3.8
Kansas,2014,Public,246,32.2
Kansas,2014,Medicaid,243,31.9
Kansas,2014,Medicare,4,0.5
Kansas,2014,VA Care,1,0.2
Kansas,2013,Total,764,100
Kansas,2013,Any Coverage,714,93.5
Kansas,2013,Uninsured,50,6.5
Kansas,2013,Private,505,66.1
Kansas,2013,Employer-based,422,55.3
Kansas,2013,Direct-purchase,66,8.7
Kansas,2013,TRICARE,33,4.3
Kansas,2013,Public,237,31.1
Kansas,2013,Medicaid,236,30.8
Kansas,2013,Medicare,3,0.4
Kansas,2013,VA Care,1,0.1
Kansas,2012,Total,767,100
Kansas,2012,Any Coverage,713,92.9
Kansas,2012,Uninsured,55,7.1
Kansas,2012,Private,501,65.3
Kansas,2012,Employer-based,423,55.2
Kansas,2012,Direct-purchase,62,8.1
Kansas,2012,TRICARE,36,4.7
Kansas,2012,Public,236,30.8
Kansas,2012,Medicaid,229,29.8
Kansas,2012,Medicare,10,1.2
Kansas,2012,VA Care,1,0.1
Kansas,2011,Total,765,100
Kansas,2011,Any Coverage,714,93.3
Kansas,2011,Uninsured,51,6.7
Kansas,2011,Private,518,67.7
Kansas,2011,Employer-based,444,58
Kansas,2011,Direct-purchase,62,8
Kansas,2011,TRICARE,32,4.2
Kansas,2011,Public,223,29.1
Kansas,2011,Medicaid,220,28.8
Kansas,2011,Medicare,4,0.6
Kansas,2011,VA Care,,0.1
Kansas,2010,Total,771,100
Kansas,2010,Any Coverage,705,91.5
Kansas,2010,Uninsured,66,8.5
Kansas,2010,Private,529,68.6
Kansas,2010,Employer-based,452,58.6
Kansas,2010,Direct-purchase,66,8.6
Kansas,2010,TRICARE,33,4.2
Kansas,2010,Public,200,26
Kansas,2010,Medicaid,198,25.7
Kansas,2010,Medicare,3,0.4
Kansas,2010,VA Care,,0.1
Kansas,2009,Total,744,100
Kansas,2009,Any Coverage,679,91.3
Kansas,2009,Uninsured,65,8.7
Kansas,2009,Private,510,68.5
Kansas,2009,Employer-based,436,58.6
Kansas,2009,Direct-purchase,62,8.4
Kansas,2009,TRICARE,31,4.2
Kansas,2009,Public,191,25.7
Kansas,2009,Medicaid,190,25.5
Kansas,2009,Medicare,4,0.5
Kansas,2009,VA Care,1,0.1
Kansas,2008,Total,743,100
Kansas,2008,Any Coverage,685,92.2
Kansas,2008,Uninsured,58,7.8
Kansas,2008,Private,533,71.7
Kansas,2008,Employer-based,460,61.9
Kansas,2008,Direct-purchase,68,9.1
Kansas,2008,TRICARE,31,4.1
Kansas,2008,Public,176,23.7
Kansas,2008,Medicaid,173,23.3
Kansas,2008,Medicare,3,0.5
Kansas,2008,VA Care,1,0.1
Kentucky,2022,Total,1061,100
Kentucky,2022,Any Coverage,1015,95.7
Kentucky,2022,Uninsured,46,4.3
Kentucky,2022,Private,571,53.8
Kentucky,2022,Employer-based,507,47.8
Kentucky,2022,Direct-purchase,57,5.4
Kentucky,2022,TRICARE,23,2.2
Kentucky,2022,Public,501,47.2
Kentucky,2022,Medicaid,498,47
Kentucky,2022,Medicare,6,0.5
Kentucky,2022,VA Care,1,0.1
Kentucky,2021,Total,1073,100
Kentucky,2021,Any Coverage,1030,96
Kentucky,2021,Uninsured,43,4
Kentucky,2021,Private,588,54.8
Kentucky,2021,Employer-based,518,48.3
Kentucky,2021,Direct-purchase,62,5.8
Kentucky,2021,TRICARE,29,2.7
Kentucky,2021,Public,509,47.5
Kentucky,2021,Medicaid,506,47.1
Kentucky,2021,Medicare,6,0.6
Kentucky,2021,VA Care,2,0.2
Kentucky,2019,Total,1059,100
Kentucky,2019,Any Coverage,1013,95.7
Kentucky,2019,Uninsured,45,4.3
Kentucky,2019,Private,588,55.5
Kentucky,2019,Employer-based,523,49.5
Kentucky,2019,Direct-purchase,56,5.3
Kentucky,2019,TRICARE,22,2.1
Kentucky,2019,Public,470,44.4
Kentucky,2019,Medicaid,466,44
Kentucky,2019,Medicare,7,0.7
Kentucky,2019,VA Care,2,0.2
Kentucky,2018,Total,1066,100
Kentucky,2018,Any Coverage,1026,96.2
Kentucky,2018,Uninsured,40,3.8
Kentucky,2018,Private,591,55.4
Kentucky,2018,Employer-based,525,49.2
Kentucky,2018,Direct-purchase,54,5
Kentucky,2018,TRICARE,27,2.5
Kentucky,2018,Public,479,44.9
Kentucky,2018,Medicaid,476,44.6
Kentucky,2018,Medicare,9,0.8
Kentucky,2018,VA Care,1,0.1
Kentucky,2017,Total,1079,100
